,Cdd,Hdd
USA_FL_Marathon.AP.722016_TMY3,5334,180
USA_AZ_Yuma.Intl.AP.722800_TMY3,4853,863
USA_AZ_Yuma.MCAS.699604_TMY3,4758,974
USA_CA_Palm.Springs.Intl.AP.722868_TMY3,4653,988
USA_CA_Needles.AP.723805_TMY3,4921,1191
USA_CA_Blythe-Riverside.County.AP.747188_TMY3,4896,1196
USA_AZ_Phoenix-Sky.Harbor.Intl.AP.722780_TMY3,4856,1261
